5,Sample,Unit,Unit2,Type,Date,LAICPMS file name,Mineral,Laser spot number,Final spot reference,Zone,Zircon Name,Spot size (?m),Frequency (Hz),Fluence (J/cm2),Method,Number of slices,Date Interpretation,2s uncertainty,Ext unc,Filter,WREu/Eu*,WR_SiO2,WR_MgO,WR_Zr,207Pb/235U,207Pb/235U _2s.,206Pb/238U,206Pb/238U_2s.,Rho,207Pb/206Pb,207Pb/206Pb_2s.,Date_207Pb/235U (Ma),Date_207Pb/235U_2s. (Ma),Date206Pb238UMa,Date206Pb238U2s,Date_207Pb/206Pb (Ma),Date_207Pb/206Pb_2s. (Ma),Al27_ppm,Si28_ppm,P31_ppm,Ca43_ppm,Ti49_ppm,V51_ppm,Fe57_ppm,Y89_ppm,Zr91_ppm,Nb93_ppm,Ba137_ppm,La139_ppm,Ce140_ppm,Pr141_ppm,Nd145_ppm,Sm147_ppm,Eu151_ppm,Gd157_ppm,Tb159_ppm,Dy163_ppm,Ho165_ppm,Er167_ppm,Tm169_ppm,Yb173_ppm,Lu175_ppm,Hf177_ppm,Ta181_ppm,Pb206_ppm,Th232_ppm,U238_ppm,Al27_2s._ppm,P31_2s._ppm,Ca43_2s._ppm,Ti49_2s._ppm,V51_2s._ppm,Fe57_2s._ppm,Y89_2s._ppm,Zr91_2s._ppm,Nb93_2s._ppm,Ba137_2s._ppm,La139_2s._ppm,Ce140_2s._ppm,Pr141_2s._ppm,Nd145_2s._ppm,Sm147_2s._ppm,Eu151_2s._ppm,Gd157_2s._ppm,Tb159_2s._ppm,Dy163_2s._ppm,Ho165_2s._ppm,Er167_2s._ppm,Tm169_2s._ppm,Yb173_2s._ppm,Lu175_2s._ppm,Hf177_2s._ppm,Ta181_2s._ppm,Pb206_2s._ppm,Th232_2s._ppm,U238_2s._ppm,Al27_LOD_ppm,P31_LOD_ppm,Ca43_LOD_ppm,Ti49_LOD_ppm,V51_LOD_ppm,Fe57_LOD_ppm,Y89_LOD_ppm,Zr91_LOD_ppm,Nb93_LOD_ppm,Ba137_LOD_ppm,La139_LOD_ppm,Ce140_LOD_ppm,Pr141_LOD_ppm,Nd145_LOD_ppm,Sm147_LOD_ppm,Eu151_LOD_ppm,Gd157_LOD_ppm,Tb159_LOD_ppm,Dy163_LOD_ppm,Ho165_LOD_ppm,Er167_LOD_ppm,Tm169_LOD_ppm,Yb173_LOD_ppm,Lu175_LOD_ppm,Hf177_LOD_ppm,Ta181_LOD_ppm,Pb206_LOD_ppm,Th232_LOD_ppm,U238_LOD_ppm
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190940_029_QVC19CN083_3_20,Zrc,QVC19CN083_3_20,190940_029_QVC19CN083_3_20_Zrc,,,30,7,3.5,LODE_zrc,59,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.0701,0.007,0.0094,0.00024,-0.002778,0.0545,0.0057,68.4,6.6,60.3,1.5,260,210,55,153000,225,<150,7.74,0.419,101,1490,460800,1.83,<0.068,0.034,21.7,0.215,3.82,7.47,1.21,35.6,11.05,132,47.4,227,45,412,82.8,11130,0.84,15.5,271,416,14,22,<150,0.81,0.094,27,110,9800,0.13,<0.068,0.012,1.6,0.029,0.55,0.74,0.14,3.3,0.91,11,3.8,17,3.3,27,4.6,170,0.1,1.4,31,32,0.54,28,150,0.49,0.092,8.7,0.0021,0.034,0.002,0.068,0.0028,0.0056,0.0046,0.018,0.01,0.0031,0.0095,0.0043,0.0058,0.0044,0.0063,0.0042,0.04,0.0056,0.033,0.0041,0.043,0.0088,0.0031
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191105_194_QVC19CN083_12_33,Zrc,QVC19CN083_12_33,191105_194_QVC19CN083_12_33_Zrc,,,30,7,3.5,LODE_zrc,59,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.062,0.011,0.0097,0.00043,-0.16445,0.051,0.01,60,11,62.2,2.8,-50,330,<0.39,153000,196.4,<96,7.99,0.378,<5.7,506,471700,0.935,<0.041,<0.0027,10.74,0.0234,0.43,1.32,0.233,8.86,3.068,40.9,15.93,81.8,17.48,168.5,34.89,11290,0.358,3.18,60.2,85,<0.39,9.5,<96,0.64,0.056,<5.7,10,7300,0.063,<0.041,<0.0027,0.38,0.006,0.12,0.15,0.037,0.34,0.098,1.1,0.39,2.2,0.52,4.8,0.81,220,0.03,0.14,1.7,2.7,0.39,17,96,0.32,0.056,5.7,0.0016,0.1,0.0048,0.041,0.0027,0.0043,0.0018,0.014,0.032,0.0024,0.029,0.0033,0.018,0.0043,0.0049,0.0011,0.021,0.0034,0.022,0.001,0.022,0.0015,0.0033
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190984_073_QVC19CN083_3_47,Zrc,QVC19CN083_3_47,190984_073_QVC19CN083_3_47_Zrc,Rim,83-9,30,7,3.5,LODE_zrc,11,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.063,0.022,0.00953,0.00092,-0.2926,0.05,0.019,62,21,61.1,5.9,20,690,1.2,153000,197,<170,8,0.44,<11,451,476000,0.93,<0.14,<0.0078,11.87,0.03,0.37,1.31,0.256,7.86,2.68,36.8,13.9,69.7,15.4,156,29.6,10980,0.391,3.69,75.9,100.8,0.42,13,<170,1.5,0.17,<11,15,18000,0.16,<0.14,<0.0078,0.6,0.017,0.23,0.34,0.069,0.66,0.2,2.5,0.98,4.1,1.3,12,2,640,0.084,0.37,5.8,7.1,0.62,30,170,0.64,0.12,11,0.0078,0.3,0.0076,0.14,0.0078,0.013,0.0047,0.069,0.039,0.019,0.059,0.0086,0.022,0.0054,0.039,0.0085,0.033,0.011,0.045,0.0096,0.052,0.0072,0.0068
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191048_137_QVC19CN083_9_42,Zrc,QVC19CN083_9_42,191048_137_QVC19CN083_9_42_Zrc,Rim,83-20,30,7,3.5,LODE_zrc,26,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.075,0.016,0.00949,0.00031,-0.036074,0.058,0.012,73,15,60.9,2,280,420,7.5,153000,198,<200,8.17,0.47,15.1,555.1,474600,1.32,<0.045,0.086,15.03,0.054,0.75,1.65,0.246,9.48,3.2,43.2,17.04,87.5,18.99,184.6,39.2,12020,0.593,7.26,101.2,191.1,1.5,22,<200,0.97,0.12,8.7,7.2,6900,0.12,<0.045,0.084,0.62,0.032,0.24,0.31,0.062,0.67,0.16,1.5,0.62,2.3,0.43,4.8,1,260,0.064,0.38,2.5,8.3,0.78,33,200,0.67,0.13,12,0.0054,0.091,0.0053,0.045,0.005,0.01,0.0052,0.13,0.097,0.027,0.054,0.0078,0.015,0.008,0.036,0.0036,0.069,0.012,0.019,0.011,0.04,0.013,0.0053
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190967_056_QVC19CN083_3_37,Zrc,QVC19CN083_3_37,190967_056_QVC19CN083_3_37_Zrc,,,30,7,3.5,LODE_zrc,31,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.068,0.017,0.01004,0.00044,-0.17955,0.05,0.013,66,16,64.4,2.8,-20,470,1.53,153000,172,<130,8.36,0.293,<8,362,461800,0.77,<0.061,<0.0039,9.69,0.0174,0.39,1.16,0.182,6.22,2.13,28.8,10.93,57.9,12.73,122.9,25.37,11300,0.305,3.2,52,79.6,0.31,19,<130,0.85,0.073,<8,11,9900,0.072,<0.061,<0.0039,0.39,0.0066,0.15,0.2,0.045,0.5,0.11,1.1,0.42,1.8,0.38,4.1,0.88,210,0.044,0.16,2.1,2.8,0.51,25,130,0.49,0.086,8,0.009,0.053,0.0031,0.061,0.0039,0.01,0.0012,0.028,0.016,0.0048,0.061,0.0021,0.021,0.005,0.022,0.0048,0.031,0.0062,0.025,0.002,0.032,0.0083,0.0039
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191000_089_QVC19CN083_9_12,Zrc,QVC19CN083_9_12,191000_089_QVC19CN083_9_12_Zrc,Rim,83-15,30,7,3.5,LODE_zrc,59,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.068,0.011,0.0096,0.00039,0.33638,0.0511,0.0076,66,10,61.6,2.5,80,280,<0.42,153000,190,<100,8.53,0.401,<6.4,464.1,473100,0.964,<0.014,<0.0028,12.58,0.0181,0.42,1.27,0.227,8.09,2.739,37.15,13.92,72.4,15.8,149.8,31.29,11470,0.353,3.82,70.9,102.6,<0.42,12,<100,0.72,0.068,<6.4,8.7,7300,0.077,<0.014,<0.0028,0.39,0.0043,0.11,0.13,0.033,0.42,0.089,0.95,0.27,1.8,0.41,3.9,0.64,170,0.031,0.17,2,3,0.42,19,100,0.37,0.071,6.4,0.0016,0.027,0.0016,0.014,0.0028,0.0066,0.0024,0.014,0.0082,0.0075,0.042,0.0011,0.018,0.0011,0.019,0.0011,0.032,0.0011,0.0056,0.0048,0.027,0.0078,0.0029
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190983_072_QVC19CN083_3_46,Zrc,QVC19CN083_3_46,190983_072_QVC19CN083_3_46_Zrc,Core,83-9,30,7,3.5,LODE_zrc,57,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.069,0.011,0.00983,0.00029,-0.025271,0.0516,0.0085,67,10,63.1,1.9,70,300,0.48,153000,184,<100,8.57,0.93,<6,599,475600,0.938,<0.013,0.0046,11.12,0.0295,0.68,1.88,0.326,11.56,3.75,49.1,18.59,92.7,19.43,191,37.6,11550,0.398,5.14,79.3,131,0.22,14,<100,0.79,0.1,<6,20,9100,0.083,<0.013,0.003,0.37,0.0063,0.12,0.22,0.043,0.65,0.17,1.7,0.69,3.5,0.63,7.1,1.4,200,0.052,0.55,4.4,12,0.38,19,100,0.34,0.061,6,0.0048,0.027,0.0016,0.013,0.0021,0.0014,0.0018,0.014,0.008,0.0024,0.022,0.0032,0.018,0.0033,0.019,0.0063,0.031,0.0011,0.0055,0.0039,0.027,0.0057,0.0014
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191010_099_QVC19CN083_9_16,Zrc,QVC19CN083_9_16,191010_099_QVC19CN083_9_16_Zrc,Core,83-17,30,7,3.5,LODE_zrc,28,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.061,0.015,0.00987,0.00049,-0.1024,0.046,0.012,59,14,63.3,3.1,-140,440,4.67,153000,263,<130,8.7,0.325,<7.9,741,474000,0.781,<0.028,<0.0044,11.1,0.076,1.38,3.36,0.562,16.1,4.98,62.8,22.8,114.5,23.5,221.8,44.3,11000,0.304,3.84,81.5,99,0.48,18,<130,1.1,0.097,<7.9,31,10000,0.085,<0.028,<0.0044,0.47,0.014,0.31,0.38,0.092,1.3,0.34,3.1,1.2,5.2,1,8.8,1.4,280,0.025,0.2,3.8,3.3,0.49,22,130,0.43,0.079,7.9,0.009,0.055,0.0032,0.028,0.0044,0.0064,0.0045,0.08,0.045,0.005,0.015,0.0069,0.0094,0.0078,0.01,0.0048,0.014,0.005,0.025,0.0021,0.026,0.0031,0.0026
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190949_038_QVC19CN083_3_23,Zrc,QVC19CN083_3_23,190949_038_QVC19CN083_3_23_Zrc,Rim,83-5,30,7,3.5,LODE_zrc,36,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.062,0.011,0.00954,0.00052,-0.091404,0.0482,0.0088,60,11,61.2,3.3,10,360,<0.45,153000,189,<130,8.7,0.437,<7,506,474400,1.003,<0.021,<0.0011,10.75,0.0228,0.48,1.37,0.249,9.36,3.09,40.8,15.7,80.9,17.47,168,34.46,11080,0.371,3.09,59.4,83.7,<0.45,10,<130,0.74,0.067,<7,12,9700,0.074,<0.021,<0.0011,0.35,0.0073,0.13,0.2,0.041,0.58,0.15,1.3,0.45,2.5,0.57,4.1,0.86,280,0.032,0.18,1.9,2.2,0.45,22,130,0.41,0.075,7,0.0025,0.13,0.0073,0.021,0.0011,0.0091,0.00091,0.053,0.038,0.0037,0.011,0.004,0.017,0.0017,0.018,0.005,0.032,0.0051,0.021,0.0055,0.027,0.008,0.0033
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191009_098_QVC19CN083_9_15,Zrc,QVC19CN083_9_15,191009_098_QVC19CN083_9_15_Zrc,Rim,83-16,30,7,3.5,LODE_zrc,65,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.0624,0.0077,0.00944,0.00028,-0.16001,0.0491,0.0064,61.1,7.3,60.5,1.8,70,250,<0.38,153000,228,<100,8.71,0.358,<6,550,475200,1.061,<0.051,<0.0031,14.54,0.0271,0.49,1.56,0.288,10.3,3.38,43.23,17.05,85.6,18.48,177.6,36.41,11480,0.377,4.76,94.7,129.6,<0.38,11,<100,0.64,0.053,<6,7,7600,0.055,<0.051,<0.0031,0.26,0.0052,0.12,0.18,0.038,0.45,0.1,0.89,0.36,1.6,0.39,3.3,0.71,180,0.031,0.14,1.8,2.1,0.38,18,100,0.38,0.07,6,0.0061,0.1,0.0014,0.051,0.0031,0.0041,0.0026,0.042,0.03,0.0022,0.022,0.0047,0.017,0.001,0.014,0.00096,0.02,0.001,0.025,0.0039,0.013,0.0066,0.0026
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190917_006_QVC19CN083_3_1,Zrc,QVC19CN083_3_1,190917_006_QVC19CN083_3_1_Zrc,,,30,7,3.5,LODE_zrc,25,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.054,0.017,0.00963,0.00048,-0.3163,0.043,0.014,53,16,61.8,3.1,-340,470,5.2,153000,160,<160,8.86,0.439,<10,450.4,457000,1.099,<0.093,<0.0068,12.55,0.023,0.35,1.09,0.204,8.23,2.82,36.3,14.28,73.1,15.66,150.4,30.8,11040,0.305,4.04,71.8,105.2,2.4,18,<160,0.91,0.097,<10,7.9,12000,0.087,<0.093,<0.0068,0.47,0.009,0.14,0.19,0.048,0.62,0.17,1.3,0.56,2.7,0.58,4.8,1.1,290,0.031,0.25,2.8,3.7,0.65,28,160,0.47,0.095,10,0.0038,0.13,0.0037,0.093,0.0068,0.0033,0.0036,0.034,0.056,0.015,0.017,0.0025,0.028,0.0026,0.034,0.0025,0.016,0.0067,0.038,0.0024,0.041,0.009,0.0046
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190970_059_QVC19CN083_3_40,Zrc,QVC19CN083_3_40,190970_059_QVC19CN083_3_40_Zrc,,,30,7,3.5,LODE_zrc,31,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.077,0.016,0.00933,0.00056,-0.088685,0.061,0.013,74,15,59.9,3.5,380,440,0.46,153000,200,<120,8.92,0.355,<7.2,473,473000,0.822,<0.022,<0.0037,10.16,0.0335,0.48,1.41,0.311,9.04,2.99,38.3,14.55,73.6,16.22,157.8,31.3,10550,0.308,2.97,56.1,82.7,0.18,15,<120,0.79,0.064,<7.2,13,15000,0.069,<0.022,<0.0037,0.43,0.0093,0.14,0.22,0.061,0.77,0.18,1.8,0.76,3.1,0.78,8,1.5,500,0.044,0.22,2.6,3.8,0.42,21,120,0.38,0.076,7.2,0.0076,0.13,0.0026,0.022,0.0037,0.0023,0.00098,0.024,0.013,0.004,0.035,0.0051,0.0076,0.0018,0.019,0.0041,0.026,0.0018,0.0093,0.0061,0.028,0.0025,0.0037
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190939_028_QVC19CN083_3_19,Zrc,QVC19CN083_3_19,190939_028_QVC19CN083_3_19_Zrc,,,30,7,3.5,LODE_zrc,37,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.073,0.013,0.00922,0.0004,-0.03829,0.059,0.011,71,12,59.2,2.6,290,350,3.8,153000,179,<130,9,0.439,<8.3,544.1,468800,1.099,<0.09,<0.0058,11.98,0.0195,0.8,1.5,0.296,10,3.33,44.2,16.71,85.6,18.28,174.2,36.63,11080,0.45,4.63,77.5,125,0.74,16,<130,1,0.088,<8.3,8.2,8900,0.083,<0.09,<0.0058,0.31,0.0072,0.23,0.22,0.06,0.51,0.12,1.5,0.41,2.2,0.46,4.5,0.86,230,0.049,0.23,1.7,3.2,0.5,26,130,0.44,0.091,8.3,0.0067,0.16,0.0027,0.09,0.0058,0.0074,0.0036,0.074,0.059,0.0041,0.031,0.0018,0.0077,0.0019,0.0083,0.0056,0.012,0.0046,0.0095,0.0043,0.033,0.0078,0.0051
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190988_077_QVC19CN083_9_2,Zrc,QVC19CN083_9_2,190988_077_QVC19CN083_9_2_Zrc,,,30,7,3.5,LODE_zrc,19,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.097,0.014,0.01034,0.00041,-0.33808,0.069,0.012,93,13,66.3,2.6,740,340,26.8,153000,204,<180,9.04,0.52,58,510.4,471500,1.33,<0.13,0.04,13.56,0.068,0.76,1.66,0.277,9.3,2.93,39,15.54,82,17.73,178.2,38.19,12460,0.769,15.15,93.5,370,5.2,24,<180,0.94,0.15,14,9.2,9400,0.11,<0.13,0.016,0.46,0.014,0.25,0.31,0.063,0.61,0.2,1.6,0.48,1.9,0.53,5.8,0.95,190,0.063,0.57,2.4,9.6,0.6,29,180,0.55,0.11,9.4,0.0053,0.17,0.0051,0.13,0.0044,0.0046,0.0037,0.11,0.027,0.0079,0.063,0.0035,0.035,0.0095,0.016,0.0091,0.052,0.0036,0.042,0.0088,0.04,0.0049,0.0051
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191013_102_QVC19CN083_9_18,Zrc,QVC19CN083_9_18,191013_102_QVC19CN083_9_18_Zrc,,,30,7,3.5,LODE_zrc,17,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.075,0.016,0.01026,0.00044,-0.066344,0.054,0.012,73,15,65.8,2.8,230,440,2.04,153000,407,<150,9.2,1.22,<8.9,757,489000,0.726,<0.045,0.19,12.26,0.113,1.58,3.11,0.56,16.7,5.12,66.3,24.4,118.5,23.9,220,43.5,11200,0.241,4.25,96,106.2,0.72,64,<150,1.1,0.31,<8.9,67,21000,0.098,<0.045,0.13,0.7,0.03,0.46,0.54,0.13,1.9,0.54,6.5,2.3,9.9,2,17,3.6,480,0.034,0.36,10,8,0.55,26,150,0.57,0.1,8.9,0.012,0.09,0.0053,0.045,0.0023,0.011,0.002,0.09,0.06,0.0081,0.046,0.0036,0.015,0.0037,0.017,0.009,0.023,0.0037,0.035,0.0064,0.041,0.0094,0.0053
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191027_116_QVC19CN083_9_29,Zrc,QVC19CN083_9_29,191027_116_QVC19CN083_9_29_Zrc,,,30,7,3.5,LODE_zrc,14,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.065,0.017,0.00995,0.00084,0.031041,0.049,0.013,63,16,63.8,5.4,40,550,9.8,153000,214,<130,9.2,0.45,<8,739,484000,0.939,<0.045,0.0069,13.64,0.043,0.92,2.56,0.48,15.1,5.11,61.7,23,113.6,24.8,237,45.3,10910,0.38,4.2,94.5,115.8,7.7,15,<130,1.7,0.1,<8,26,19000,0.096,<0.045,0.0055,0.69,0.016,0.38,0.42,0.11,1.2,0.35,3.6,1.6,5.8,1.7,13,2.5,690,0.055,0.44,4.6,5.2,0.53,23,130,0.5,0.096,8,0.013,0.091,0.0094,0.045,0.0055,0.0084,0.0042,0.048,0.027,0.0082,0.025,0.0064,0.036,0.0078,0.017,0.0036,0.048,0.0066,0.039,0.0035,0.033,0.012,0.0044
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191024_113_QVC19CN083_9_27,Zrc,QVC19CN083_9_27,191024_113_QVC19CN083_9_27_Zrc,,,30,7,3.5,LODE_zrc,34,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.067,0.017,0.00944,0.00034,-0.30788,0.054,0.014,65,16,60.5,2.2,60,460,<0.47,153000,205,<130,9.26,0.459,<7.1,488,474000,0.921,<0.024,<0.0029,12.16,0.0253,0.61,1.23,0.183,8.31,3.02,39.7,15,78.5,16.67,162.9,33.68,11680,0.343,3.54,69,97.1,<0.47,16,<130,0.83,0.08,<7.1,8.9,10000,0.072,<0.024,<0.0029,0.34,0.0095,0.15,0.21,0.034,0.51,0.17,1.7,0.35,2.3,0.47,4.2,0.78,230,0.037,0.15,1.6,2.3,0.47,21,130,0.43,0.087,7.1,0.0083,0.047,0.0027,0.024,0.0029,0.0025,0.0031,0.025,0.014,0.01,0.044,0.0045,0.008,0.0019,0.029,0.0019,0.035,0.0046,0.0098,0.0018,0.03,0.0026,0.002
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190982_071_QVC19CN083_3_45,Zrc,QVC19CN083_3_45,190982_071_QVC19CN083_3_45_Zrc,,,30,7,3.5,LODE_zrc,37,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.063,0.014,0.00907,0.00038,0.056493,0.051,0.011,61,13,58.2,2.4,20,380,<0.42,153000,238,<110,9.36,0.379,<7.1,571,470000,1.015,<0.02,<0.0041,12.35,0.0286,0.64,2.07,0.345,11.08,3.55,46.3,17.52,90.8,19.48,190.4,39.2,10520,0.409,4.07,82.5,115.1,<0.42,16,<110,0.98,0.069,<7.1,12,12000,0.075,<0.02,<0.0041,0.43,0.0072,0.21,0.26,0.062,0.71,0.15,1.8,0.69,4,0.83,6.5,1.6,410,0.047,0.2,3.5,4.7,0.42,21,110,0.42,0.071,7.1,0.0059,0.098,0.0023,0.02,0.0041,0.0021,0.0027,0.021,0.037,0.0036,0.011,0.0016,0.0068,0.0041,0.0073,0.0056,0.01,0.005,0.032,0.0047,0.025,0.0068,0.0028
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190992_081_QVC19CN083_9_5,Zrc,QVC19CN083_9_5,190992_081_QVC19CN083_9_5_Zrc,,,30,7,3.5,LODE_zrc,19,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.074,0.021,0.00975,0.00063,0.28266,0.049,0.011,72,20,62.5,4,170,470,21.2,153000,229,<140,9.4,0.29,<7.9,594,480000,1.121,0.11,<0.0051,13.85,0.038,0.54,1.74,0.334,11.05,3.66,48.5,18.56,95.1,20.75,196.6,40.2,11280,0.409,4.03,80.9,108.9,2.8,19,<140,1.4,0.1,<7.9,16,14000,0.097,0.11,<0.0051,0.8,0.01,0.17,0.33,0.078,0.99,0.2,1.8,0.8,3.4,0.69,6.6,1.6,380,0.061,0.31,2.8,3.7,0.53,24,140,0.52,0.084,7.9,0.012,0.076,0.01,0.038,0.0051,0.0077,0.0032,0.04,0.065,0.016,0.021,0.0059,0.03,0.0031,0.014,0.007,0.037,0.0031,0.03,0.0056,0.033,0.0081,0.0035
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190929_018_QVC19CN083_3_11,Zrc,QVC19CN083_3_11,190929_018_QVC19CN083_3_11_Zrc,,,30,7,3.5,LODE_zrc,13,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.082,0.018,0.00902,0.0005,-0.4319,0.067,0.017,79,17,57.9,3.2,620,540,<0.78,153000,326,<220,9.5,0.48,<13,1437,433000,1.03,<0.14,0.137,17.68,0.281,3.92,7.8,1.36,36.2,10.74,129.7,45.8,213,43.3,376,75.1,9370,0.371,6.71,216.6,181.1,<0.78,35,<220,1.7,0.15,<13,44,15000,0.13,<0.14,0.058,0.72,0.035,0.82,0.96,0.24,2,0.61,8,2.6,8.3,2.5,15,4,430,0.086,0.55,9.8,7.9,0.78,40,220,0.62,0.13,13,0.0083,0.14,0.016,0.14,0.0036,0.0072,0.0052,0.13,0.072,0.034,0.038,0.0055,0.04,0.0098,0.025,0.011,0.071,0.0098,0.028,0.015,0.062,0.015,0.0074
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190995_084_QVC19CN083_9_8,Zrc,QVC19CN083_9_8,190995_084_QVC19CN083_9_8_Zrc,,,30,7,3.5,LODE_zrc,39,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.074,0.012,0.00995,0.00045,0.25596,0.0535,0.0083,71,11,63.8,2.9,210,320,2.85,153000,214,<110,9.8,0.437,<6.8,529,471700,1.116,<0.061,0.0094,13.72,0.041,0.57,1.56,0.294,10.09,3.3,44.1,16.48,82.6,17.6,164.3,34.11,11210,0.38,4.82,104.8,126.7,0.58,15,<110,0.79,0.07,<6.8,12,8600,0.067,<0.061,0.004,0.59,0.01,0.17,0.16,0.033,0.59,0.14,1.6,0.55,2.7,0.62,5.4,0.95,270,0.033,0.27,6.8,6.9,0.42,20,110,0.4,0.073,6.8,0.0058,0.12,0.0023,0.061,0.0025,0.0082,0.0027,0.021,0.012,0.013,0.011,0.0049,0.0066,0.005,0.0071,0.0072,0.0098,0.0016,0.02,0.0015,0.029,0.0054,0.0028
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,190959_048_QVC19CN083_3_31,Zrc,QVC19CN083_3_31,190959_048_QVC19CN083_3_31_Zrc,Rim,83-7,30,7,3.5,LODE_zrc,6,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.071,0.028,0.00918,0.00097,-0.62199,0.059,0.028,69,26,58.9,6.2,340,940,2.89,153000,216,<410,9.8,<0.26,<23,566,483000,1.28,<0.29,0.24,16.6,0.135,0.95,2.05,0.21,10.4,3.36,46,16.35,85.7,18.39,178.3,39.2,11430,0.44,5.35,112,148.8,0.76,34,<410,4.1,<0.26,<23,11,12000,0.32,<0.29,0.38,1.2,0.084,0.79,0.55,0.17,2.4,0.3,3.8,0.44,3.9,0.99,5.4,2.1,450,0.16,0.74,5.5,6.7,1.4,67,410,1.5,0.26,23,0.023,0.39,0.023,0.29,0.017,0.02,0.014,0.37,0.21,0.063,0.11,0.03,0.11,0.024,0.071,0.026,0.16,0.016,0.12,0.015,0.11,0.039,0.018
2,QVC19CN-083,Yarabamba IIa,Yarabamba Granodiorite,Batholith,190912,191098_187_QVC19CN083_12_27,Zrc,QVC19CN083_12_27,191098_187_QVC19CN083_12_27_Zrc,Rim,83-26,30,7,3.5,LODE_zrc,22,61.51,0.55,1.35,N,0.82,65.09,1.52,166,0.07,0.018,0.00992,0.00076,-0.026015,0.053,0.015,68,17,63.6,4.9,70,490,188,153000,216,<150,9.9,0.311,<9.2,419,461000,0.87,<0.096,<0.0072,9.45,0.0224,0.44,1.24,0.272,7.56,2.63,33.4,12.82,66.7,14.37,135.7,28.54,10560,0.278,3.17,55.6,79.4,41,20,<150,1.2,0.098,<9.2,11,9200,0.12,<0.096,<0.0072,0.35,0.009,0.17,0.26,0.056,0.62,0.16,1.4,0.57,2.3,0.54,4.8,0.9,270,0.047,0.27,2.2,1.9,0.55,25,150,0.56,0.1,9.2,0.0047,0.079,0.0046,0.096,0.0072,0.0042,0.0042,0.085,0.024,0.014,0.022,0.0032,0.013,0.0099,0.014,0.0063,0.02,0.0032,0.016,0.0061,0.035,0.013,0.0052
