Filename,Sample,Unit,Type,Analytical Technique,Probe #,Rank,P2O5,Na2O,SiO2,Al2O3,K2O,SO3,MnO,FeO,CaO,Cl,MgO,F ,Total,P apfu,Na apfu,Si apfu,S apfu,Mn apfu,Fe apfu,Ca apfu,Cl apfu,Mg apfu,F apfu,est OH apfu,O=F,O=Cl,Corrected Total,Est OH (wt.%),Net Corrected Total
210517_QVCZMI05_083_ZAp_01_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Jan,3,43.14,0.26,0.45,0.04,-0.03,0.14,0.29,0.27,52.39,1.88,0.06,1.9,100.81,5.75,0.08,0.07,0.02,0.04,0.04,8.84,0.5,0.01,0.95,0.55,0.8,0.42,99.59,0.97,100.56
210517_QVCZMI05_083_ZAp_02_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Feb,3,39.92,0.1,2.83,-0.02,0,0.08,0.02,0.16,50.09,1.19,0.07,2.33,96.79,5.5,0.03,0.46,0.01,0,0.02,8.73,0.33,0.02,1.2,0.47,0.98,0.27,95.54,0.84,96.38
210517_QVCZMI05_083_ZAp_03_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Jan,3,43.32,0.06,0.53,-0.02,0.02,0.09,0.21,0.22,52.83,1.5,0.03,2.08,100.89,5.76,0.02,0.08,0.01,0.03,0.03,8.89,0.4,0.01,1.03,0.57,0.88,0.34,99.68,1,100.68
210517_QVCZMI05_083_ZAp_03_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Feb,3,43.52,0.1,0.35,0.02,-0.02,0.09,0.1,0.29,53.1,1.51,0.05,2.07,101.19,5.77,0.03,0.05,0.01,0.01,0.04,8.92,0.4,0.01,1.03,0.57,0.87,0.34,99.98,1.01,100.99
210517_QVCZMI05_083_ZAp_05_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Jan,3,43.77,0.27,0.44,-0.02,0.01,0.05,0.09,0.23,51.81,1.82,0.11,2.18,100.76,5.8,0.08,0.07,0.01,0.01,0.03,8.69,0.48,0.03,1.08,0.44,0.92,0.41,99.43,0.78,100.21
210517_QVCZMI05_083_ZAp_09_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Feb,3,40.84,0.13,1.94,-0.01,0.01,0.12,0.29,0.1,51.56,1.95,0.05,2.31,99.3,5.51,0.04,0.31,0.01,0.04,0.01,8.8,0.53,0.01,1.16,0.31,0.97,0.44,97.89,0.55,98.44
210517_QVCZMI05_083_ZAp_09_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Jan,3,42.63,0.16,0.41,0,-0.01,0.08,0.06,0.1,54.55,2.21,0.09,2.35,102.64,5.59,0.05,0.06,0.01,0.01,0.01,9.06,0.58,0.02,1.15,0.27,0.99,0.5,101.15,0.47,101.63
210517_QVCZMI05_083_ZAp_10_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Feb,3,43.37,0.2,0.37,-0.01,-0.03,0.15,0.26,0.11,53.84,1.56,0.07,2.31,102.24,5.7,0.06,0.06,0.02,0.03,0.01,8.95,0.41,0.02,1.13,0.46,0.97,0.35,100.92,0.81,101.72
210517_QVCZMI05_083_ZAp_11_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Feb,3,42.22,0.16,1.31,0.03,-0.01,0.15,0.08,0.34,51.58,1.11,0.11,1.98,99.07,5.71,0.05,0.21,0.02,0.01,0.05,8.83,0.3,0.03,1,0.7,0.83,0.25,97.99,1.23,99.22
210517_QVCZMI05_083_ZAp_12_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Feb,3,43.85,0.07,0.48,-0.04,0.04,0.08,-0.03,0.25,53.62,1.15,0.03,2.45,102.02,5.75,0.02,0.07,0.01,0,0.03,8.9,0.3,0.01,1.2,0.5,1.03,0.26,100.73,0.88,101.61
210517_QVCZMI05_083_ZAp_12_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Jan,3,43.73,0.03,0.45,0.02,0,0.09,-0.05,0.32,53.54,1.27,0.04,2.62,102.12,5.72,0.01,0.07,0.01,-0.01,0.04,8.86,0.33,0.01,1.28,0.39,1.1,0.29,100.73,0.69,101.42
210518_QVCZMI03_041_ZAp_01_Qti,QVC041,Dacite Dyke,Inclusion,LE,01.Feb,15,44.06,0.07,0.37,-0.02,-0.03,0.14,0.37,0.18,53.96,0.65,0.09,2.34,102.24,5.78,0.02,0.06,0.02,0.05,0.02,8.96,0.17,0.02,1.15,0.68,0.99,0.15,101.11,1.2,102.31
210518_QVCZMI03_041_ZAp_01_Qti,QVC041,Dacite Dyke,Inclusion,LE,01.Jan,15,43.45,0.15,0.28,-0.02,-0.02,0.34,0.31,0.16,54.02,0.64,0.03,2.31,101.69,5.74,0.05,0.04,0.04,0.04,0.02,9.04,0.17,0.01,1.14,0.69,0.97,0.14,100.57,1.22,101.79
210518_QVCZMI03_041_ZAp_02_Qti,QVC041,Dacite Dyke,Inclusion,LE,01.Jan,15,44.27,0.11,0.45,-0.01,-0.05,0.32,0.08,-0.01,54.4,0.75,0.03,1.92,102.34,5.82,0.03,0.07,0.04,0.01,0,9.04,0.2,0.01,0.94,0.86,0.81,0.17,101.36,1.51,102.87
210518_QVCZMI03_041_ZAp_03_Qti,QVC041,Dacite Dyke,Inclusion,LE,01.Feb,15,42.34,0.08,1.11,0,0.01,0.71,0.41,0.21,52.22,1.88,0.06,1.12,100.16,5.71,0.02,0.18,0.08,0.06,0.03,8.92,0.51,0.01,0.56,0.93,0.47,0.42,99.26,1.62,100.88
210518_QVCZMI03_041_ZAp_03_Qti,QVC041,Dacite Dyke,Inclusion,LE,01.Jan,15,43.51,0.08,0.88,0.19,0.09,0.13,0.57,0.37,53.29,0.63,0.08,1.9,101.71,5.77,0.02,0.14,0.02,0.08,0.05,8.94,0.17,0.02,0.94,0.89,0.8,0.14,100.77,1.56,102.33
210518_QVCZMI05_074_ZAp_01_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Jan,1,43.39,0.04,0.61,0.02,0,-0.04,-0.16,0.1,53.03,0.87,0.12,2.35,100.53,5.78,0.01,0.1,0,-0.02,0.01,8.94,0.23,0.03,1.17,0.6,0.99,0.2,99.34,1.06,100.41
210518_QVCZMI05_074_ZAp_02_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Jan,1,40.12,-0.04,3.14,0.01,0.04,0.03,0.01,0.17,50.5,0.28,0.12,3.13,97.54,5.44,-0.01,0.5,0,0,0.02,8.67,0.08,0.03,1.59,0.34,1.32,0.06,96.16,0.61,96.77
210518_QVCZMI05_074_ZAp_02_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Feb,1,44.34,-0.04,0.61,0.03,0.02,0.09,0.02,0.17,53,0.28,0.11,3.45,102.12,5.73,-0.01,0.09,0.01,0,0.02,8.67,0.07,0.03,1.67,0.26,1.45,0.06,100.6,0.47,101.08
210518_QVCZMI05_074_ZAp_03_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Jan,1,41.15,-0.02,2.25,-0.02,0.04,0.03,-0.08,0.52,50.39,0.84,0.03,2.91,98.16,5.56,-0.01,0.36,0,-0.01,0.07,8.62,0.23,0.01,1.47,0.3,1.23,0.19,96.75,0.55,97.29
210518_QVCZMI05_074_ZAp_03_Qti,QVC074,Yarabamba Monzonite,Semi-Inclusion,LE,01.Mar,1,43.63,0.01,0.49,0.02,0.02,0.02,-0.17,-0.04,52.27,0.89,-0.01,2.38,99.74,5.83,0,0.08,0,-0.02,-0.01,8.85,0.24,0,1.19,0.57,1,0.2,98.54,1.02,99.56
210518_QVCZMI05_074_ZAp_03_Qti,QVC074,Yarabamba Monzonite,Semi-Inclusion,LE,01.May,1,43.84,0.02,0.43,0.04,0.03,0.02,-0.07,0.13,53.07,0.28,0,3.12,100.98,5.76,0.01,0.07,0,-0.01,0.02,8.83,0.07,0,1.53,0.39,1.31,0.06,99.6,0.71,100.31
210518_QVCZMI05_074_ZAp_05_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Feb,1,42.13,0.02,1.49,0.15,0.03,0.08,0,-0.09,51.48,0.33,0.11,3.17,99,5.63,0.01,0.24,0.01,0,-0.01,8.7,0.09,0.03,1.58,0.33,1.33,0.07,97.59,0.6,98.19
210518_QVCZMI05_074_ZAp_05_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Jan,1,44.52,0.02,0.47,-0.02,-0.11,0.07,0.07,-0.01,53.15,0.47,0.04,3.35,102.16,5.76,0.01,0.07,0.01,0.01,0,8.7,0.12,0.01,1.62,0.26,1.41,0.11,100.64,0.47,101.11
210518_QVCZMI05_074_ZAp_07_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Jan,1,43.24,-0.02,0.86,0.07,-0.06,0.03,0.11,0.16,52.03,0.38,0.05,3.49,100.42,5.68,-0.01,0.13,0,0.01,0.02,8.65,0.1,0.01,1.71,0.19,1.47,0.09,98.86,0.34,99.2
210518_QVCZMI05_074_ZAp_08_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Jan,1,44.7,0.02,0.35,0.02,-0.08,-0.02,0.01,0.07,53.7,0.52,0,3.12,102.5,5.78,0.01,0.05,0,0,0.01,8.79,0.13,0,1.51,0.36,1.31,0.12,101.07,0.64,101.71
210518_QVCZMI05_074_ZAp_08_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Feb,1,44.68,0.02,0.3,0.01,0.05,0.02,0,0.06,53.66,0.66,-0.01,3.1,102.57,5.78,0.01,0.05,0,0,0.01,8.78,0.17,0,1.5,0.33,1.31,0.15,101.12,0.6,101.71
210518_QVCZMI05_074_ZAp_09_Qti,QVC074,Yarabamba Monzonite,Semi-Inclusion,LE,01.Apr,1,43.23,0.02,1,0.26,0.19,0.07,0.1,0.21,54.35,0.39,0.11,3.01,102.92,5.61,0.01,0.15,0.01,0.01,0.03,8.93,0.1,0.03,1.46,0.44,1.27,0.09,101.56,0.78,102.35
210518_QVCZMI05_074_ZAp_09_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Jan,1,44.75,0.02,0.27,0,0.03,0.03,-0.07,0,54.11,0.43,0.03,3.19,102.85,5.77,0.01,0.04,0,-0.01,0,8.83,0.11,0.01,1.54,0.35,1.34,0.1,101.41,0.63,102.04
210518_QVCZMI05_074_ZAp_09_Qti,QVC074,Yarabamba Monzonite,Semi-Inclusion,LE,01.Mar,1,43.98,0.04,0.23,0.02,-0.01,0.03,-0.01,-0.01,54.57,0.46,0.02,3.12,102.47,5.72,0.01,0.04,0,0,0,8.98,0.12,0,1.52,0.37,1.31,0.1,101.05,0.65,101.71
210518_QVCZMI05_074_ZAp_10_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Jan,1,43.87,0.01,0.39,0.01,-0.01,0.02,0.03,0.15,52.31,0.46,0.08,2.8,100.14,5.82,0,0.06,0,0,0.02,8.78,0.12,0.02,1.39,0.49,1.18,0.1,98.86,0.88,99.74
210518_QVCZMI05_074_ZAp_10_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Feb,1,44.33,0.02,0.35,0.02,0.02,0.03,0.01,0.23,53.51,0.44,0.05,3.28,102.29,5.74,0.01,0.05,0,0,0.03,8.77,0.11,0.01,1.59,0.3,1.38,0.1,100.81,0.54,101.35
210518_QVCZMI05_074_ZAp_11_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Feb,1,39.93,-0.05,3.49,0.11,0,0.09,-0.01,0.21,49.43,0.31,0.01,3.02,96.59,5.45,-0.02,0.56,0.01,0,0.03,8.54,0.08,0,1.54,0.38,1.27,0.07,95.25,0.68,95.93
210518_QVCZMI05_074_ZAp_11_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Jan,1,42.81,-0.06,1.25,0,-0.03,0.1,0.18,0.13,51.95,0.28,0.03,3.17,99.89,5.67,-0.02,0.2,0.01,0.02,0.02,8.71,0.07,0.01,1.57,0.36,1.33,0.06,98.49,0.64,99.13
210518_QVCZMI05_074_ZAp_12_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Apr,1,45.56,0.02,0.56,0.02,0,0.16,0.15,0.2,51.88,0.22,0.72,2.13,101.62,5.95,0.01,0.09,0.02,0.02,0.03,8.58,0.06,0.17,1.04,0.9,0.9,0.05,100.67,1.6,102.28
210518_QVCZMI05_074_ZAp_12_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Jan,1,43.48,-0.01,0.54,0.1,0.08,0.08,-0.02,0.09,52.74,0.34,0.24,3.02,100.72,5.73,0,0.08,0.01,0,0.01,8.8,0.09,0.06,1.49,0.42,1.27,0.08,99.37,0.76,100.13
210518_QVCZMI05_074_ZAp_12_Qti,QVC074,Yarabamba Monzonite,Inclusion,LE,01.Mar,1,43.99,0.01,0.34,0.02,-0.02,0.13,0.01,0.03,53.49,0.24,0.01,3.69,101.94,5.69,0,0.05,0.01,0,0,8.76,0.06,0,1.78,0.15,1.55,0.05,100.33,0.28,100.61
210518_QVCZMI05_075_ZAp_01_Qti,QVC075,Yarabamba Monzonite,Inclusion,LE,01.Feb,2,43.31,0,1.15,0.09,-0.01,0.07,-0.02,0.5,51.86,1,0.14,1.71,99.83,5.82,0,0.18,0.01,0,0.07,8.82,0.27,0.03,0.86,0.87,0.72,0.23,98.88,1.54,100.42
210518_QVCZMI05_075_ZAp_01_Qti,QVC075,Yarabamba Monzonite,Inclusion,LE,01.Jan,2,43.39,0.06,0.69,0.03,0.08,-0.03,0.17,0.32,52.82,0.82,0.03,2.46,100.88,5.76,0.02,0.11,0,0.02,0.04,8.87,0.22,0.01,1.22,0.56,1.04,0.19,99.66,1,100.66
210518_QVCZMI05_075_ZAp_02_Qti,QVC075,Yarabamba Monzonite,Inclusion,LE,01.Jan,2,41.76,0.07,1.32,0.27,0.02,0.01,0.22,0.49,52.22,2.37,0.28,1.33,100.37,5.64,0.02,0.21,0,0.03,0.07,8.92,0.64,0.07,0.67,0.69,0.56,0.53,99.28,1.2,100.48
210518_QVCZMI05_075_ZAp_02_Qti,QVC075,Yarabamba Monzonite,Inclusion,LE,01.Feb,2,43.63,0.02,0.59,0.02,-0.03,0,0.05,0.16,52.03,2.22,0.04,1.66,100.41,5.82,0.01,0.09,0,0.01,0.02,8.79,0.59,0.01,0.83,0.58,0.7,0.5,99.21,1.02,100.23
210518_QVCZMI05_075_ZAp_04_Qti,QVC075,Yarabamba Monzonite,Inclusion,LE,01.Jan,2,43.54,0.14,0.75,0.03,0,0.05,0.12,0.26,52.67,0.89,0.08,3.2,101.72,5.67,0.04,0.12,0.01,0.02,0.03,8.68,0.23,0.02,1.56,0.21,1.35,0.2,100.17,0.38,100.55
210518_QVCZMI05_075_ZAp_04_Qti,QVC075,Yarabamba Monzonite,Semi-Inclusion,LE,01.Feb,2,43.7,0.18,0.69,-0.02,-0.01,0.02,0.04,-0.02,51.99,0.93,0.11,3.23,100.87,5.72,0.05,0.11,0,0.01,0,8.61,0.24,0.03,1.58,0.18,1.36,0.21,99.3,0.32,99.62
210518_QVCZMI05_075_ZAp_04_Qti,QVC075,Yarabamba Monzonite,Semi-Inclusion,LE,01.Apr,2,43.46,0.06,0.55,0.01,0.03,0.04,-0.04,0.05,52.64,1.98,0.05,1.69,100.56,5.81,0.02,0.09,0,-0.01,0.01,8.9,0.53,0.01,0.84,0.63,0.71,0.45,99.4,1.11,100.51
210518_QVCZMI05_075_ZAp_04_Qti,QVC075,Yarabamba Monzonite,Inclusion,LE,01.Mar,2,43.58,0.07,0.46,-0.01,0.06,0.04,0.12,-0.02,52.76,2.2,0.02,1.49,100.79,5.82,0.02,0.07,0,0.02,0,8.92,0.59,0,0.74,0.67,0.63,0.5,99.67,1.18,100.84
210518_QVCZMI05_075_ZAp_05_Qti,QVC075,Yarabamba Monzonite,Inclusion,LE,01.Feb,2,43.41,0.06,0.75,0,0.02,-0.03,0.06,0.16,54.36,1.25,0.04,2.01,102.11,5.73,0.02,0.12,0,0.01,0.02,9.08,0.33,0.01,0.99,0.68,0.85,0.28,100.98,1.19,102.17
210518_QVCZMI05_075_ZAp_05_Qti,QVC075,Yarabamba Monzonite,Inclusion,LE,01.Jan,2,43.22,0.08,0.68,0.03,-0.03,-0.02,0.12,-0.12,53.74,1.29,0.01,2,101.18,5.75,0.02,0.11,0,0.02,-0.02,9.05,0.34,0,0.99,0.66,0.84,0.29,100.05,1.17,101.21
210518_QVCZMI05_075_ZAp_06_Qti,QVC075,Yarabamba Monzonite,Inclusion,LE,01.Feb,2,43.14,0.12,0.7,0.02,-0.01,-0.01,0.18,0.62,51.83,2.39,0.17,2.19,101.35,5.7,0.04,0.11,0,0.02,0.08,8.66,0.63,0.04,1.08,0.29,0.92,0.54,99.89,0.51,100.4
210518_QVCZMI05_075_ZAp_06_Qti,QVC075,Yarabamba Monzonite,Inclusion,LE,01.Jan,2,42.9,0.15,0.58,0.03,0.03,-0.01,0.08,0.39,52.62,2.32,0.2,1.96,101.28,5.7,0.05,0.09,0,0.01,0.05,8.84,0.62,0.05,0.97,0.41,0.83,0.52,99.93,0.73,100.66
210520_QVC028_Ap03_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Feb,5,44.12,0.13,0.17,0,0.01,0.03,0.49,0.26,53.19,0.5,0.09,3.29,102.28,5.73,0.04,0.03,0,0.06,0.03,8.74,0.13,0.02,1.6,0.27,1.39,0.11,100.78,0.49,101.27
210520_QVC028_Ap03_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Jan,5,43.86,0.09,0.06,0.01,0,0.08,0.54,0.3,53.19,0.46,0.02,3.38,102,5.72,0.03,0.01,0.01,0.07,0.04,8.77,0.12,0,1.65,0.23,1.42,0.1,100.47,0.42,100.89
210520_QVC028_Ap04_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Jan,5,42.87,0.35,1.2,0.03,0.01,0.1,0.52,0.43,52.61,0.57,0.13,2.87,101.68,5.63,0.11,0.19,0.01,0.07,0.06,8.74,0.15,0.03,1.41,0.44,1.21,0.13,100.34,0.79,101.13
210520_QVC028_Ap04_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Feb,5,43.84,0.18,0.21,0.05,0,0.07,0.63,0.56,52.73,0.6,0.12,2.75,101.72,5.76,0.05,0.03,0.01,0.08,0.07,8.77,0.16,0.03,1.35,0.49,1.16,0.14,100.43,0.87,101.3
210520_QVC028_Ap05_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Mar,5,44.35,0.11,0.08,-0.02,0.05,0.11,0.4,0.33,52.83,0.54,0.06,3.09,101.95,5.78,0.03,0.01,0.01,0.05,0.04,8.71,0.14,0.01,1.5,0.35,1.3,0.12,100.53,0.64,101.16
210520_QVC028_Ap06_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Jan,5,43.97,0.09,0.12,-0.03,0.03,0.05,0.52,0.29,53.63,0.61,0.07,3.29,102.68,5.7,0.03,0.02,0.01,0.07,0.04,8.8,0.16,0.02,1.59,0.25,1.39,0.14,101.16,0.44,101.6
210520_QVC028_Ap07_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Feb,5,43.15,0.18,0.44,0.04,0.03,0.05,0.41,0.15,52.78,0.36,0.06,3.51,101.16,5.66,0.05,0.07,0.01,0.05,0.02,8.76,0.09,0.01,1.72,0.19,1.48,0.08,99.6,0.34,99.94
210520_QVC028_Ap07_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Jan,5,44.47,0.2,0.39,0.04,0.04,0.09,0.69,0.25,52.91,0.49,0.08,3.28,102.92,5.73,0.06,0.06,0.01,0.09,0.03,8.63,0.13,0.02,1.58,0.29,1.38,0.11,101.43,0.53,101.96
210520_QVC028_Ap08_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Feb,5,44.18,0.13,0.48,0.03,-0.01,0.05,0.69,0.48,53.05,0.62,0.15,2.9,102.74,5.74,0.04,0.07,0.01,0.09,0.06,8.72,0.16,0.03,1.41,0.43,1.22,0.14,101.38,0.77,102.15
210520_QVC028_Ap08_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Jan,5,44.16,0.14,0.11,0,0,0.05,0.58,0.53,53.78,0.59,0.1,2.86,102.91,5.75,0.04,0.02,0.01,0.08,0.07,8.85,0.15,0.02,1.39,0.46,1.2,0.13,101.57,0.81,102.38
210520_QVC028_Ap09_vein_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Feb,5,44.18,0.09,0.32,0.13,0.1,0.13,0.63,0.46,52.77,0.55,0.14,3.3,102.81,5.71,0.03,0.05,0.01,0.08,0.06,8.63,0.14,0.03,1.59,0.27,1.39,0.12,101.3,0.48,101.77
210520_QVC028_Ap09_vein_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Apr,5,44.48,0.08,0.08,-0.02,0.04,0.06,0.51,0.36,53.02,0.56,0.11,3.25,102.55,5.76,0.02,0.01,0.01,0.07,0.05,8.69,0.15,0.03,1.57,0.28,1.37,0.13,101.06,0.51,101.56
210520_QVC028_Ap10_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Feb,5,44.42,0.12,0.18,0.04,0.09,0.03,0.55,0.24,52.5,0.58,0.07,3.38,102.2,5.75,0.04,0.03,0,0.07,0.03,8.61,0.15,0.02,1.64,0.21,1.42,0.13,100.65,0.39,101.03
210520_QVC028_Ap10_Qti,QVC028,Quellaveco Granodiorite,Groundmass,HE,01.Mar,5,44.17,0.08,0.03,-0.02,-0.05,0.04,0.46,0.31,53.82,0.4,0.03,3.21,102.55,5.74,0.02,0,0,0.06,0.04,8.85,0.1,0.01,1.56,0.34,1.35,0.09,101.11,0.6,101.71
210520_QVC034_Ap01_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Feb,8,42.23,0.25,2.65,0.73,0.55,0.06,0.65,0.19,49.91,0.41,0.05,3.84,101.53,5.46,0.07,0.4,0.01,0.08,0.02,8.16,0.11,0.01,1.85,0.04,1.62,0.09,99.82,0.07,99.89
210520_QVC034_Ap01_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Jan,8,43.67,0.11,0.93,0.22,0.31,-0.03,0.45,0.06,53.36,0.2,0.01,3.15,102.48,5.68,0.03,0.14,0,0.06,0.01,8.78,0.05,0,1.53,0.42,1.33,0.05,101.11,0.75,101.86
210520_QVC034_Ap02_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Feb,8,44.33,0.11,0.08,0,-0.02,0.03,1.02,0.1,53.07,0.6,0.08,3.02,102.44,5.77,0.03,0.01,0,0.13,0.01,8.74,0.16,0.02,1.47,0.38,1.27,0.14,101.03,0.67,101.7
210520_QVC034_Ap03_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Feb,8,44.79,0.08,0.1,-0.04,-0.02,0.07,1.12,0.26,52.2,1.14,0.09,2.68,102.55,5.82,0.02,0.02,0.01,0.15,0.03,8.59,0.3,0.02,1.3,0.4,1.13,0.26,101.16,0.72,101.88
210520_QVC034_Ap03_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Jan,8,44.26,0.1,0.05,-0.03,0.01,0.05,1.08,0.31,52.84,1.13,0.07,2.68,102.58,5.77,0.03,0.01,0.01,0.14,0.04,8.72,0.3,0.02,1.31,0.4,1.13,0.25,101.2,0.71,101.91
210520_QVC034_Ap04_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Feb,8,44.42,0.06,0.25,0.09,0.01,0.06,1.06,0.71,51.99,0.77,0.12,3.07,102.61,5.76,0.02,0.04,0.01,0.14,0.09,8.53,0.2,0.03,1.49,0.31,1.29,0.17,101.14,0.56,101.71
210520_QVC034_Ap04_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Jan,8,44.21,0.07,0.12,0.03,0.01,-0.01,1.11,0.57,52.35,0.87,0.1,3.03,102.47,5.75,0.02,0.02,0,0.14,0.07,8.62,0.23,0.02,1.47,0.3,1.28,0.2,101,0.54,101.53
210520_QVC034_Ap05_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Feb,8,44.67,0.12,0.09,0,-0.04,0,1.17,0.33,52.12,1.07,0.13,2.49,102.19,5.84,0.04,0.01,0,0.15,0.04,8.63,0.28,0.03,1.22,0.5,1.05,0.24,100.9,0.89,101.79
210520_QVC034_Ap05_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Jan,8,44.15,0.05,0.05,-0.04,-0.01,0.01,1.12,0.43,52.66,1.09,0.07,2.35,101.97,5.82,0.02,0.01,0,0.15,0.06,8.78,0.29,0.02,1.16,0.56,0.99,0.25,100.73,0.98,101.72
210520_QVC034_Ap06_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Feb,8,44.31,0.11,0.17,-0.02,0.1,0.01,0.98,0.12,53.12,0.36,0.04,2.97,102.28,5.78,0.03,0.03,0,0.13,0.02,8.77,0.09,0.01,1.45,0.46,1.25,0.08,100.95,0.82,101.76
210520_QVC034_Ap06_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Jan,8,44.39,0.07,0.06,0.04,0.03,0,1.03,0.31,53.14,0.54,0.06,2.82,102.48,5.79,0.02,0.01,0,0.13,0.04,8.77,0.14,0.01,1.37,0.48,1.19,0.12,101.17,0.86,102.03
210520_QVC034_Ap07_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Feb,8,44.49,0.12,0.2,0,0.04,0.05,0.94,0.21,52.24,0.86,0.08,2.84,102.08,5.8,0.04,0.03,0.01,0.12,0.03,8.62,0.22,0.02,1.38,0.39,1.2,0.19,100.69,0.7,101.39
210520_QVC034_Ap07_Qti,QVC034,Early Porphyry,Groundmass,HE,01.Jan,8,44.16,0.05,0.11,0,-0.06,0.03,1.15,0.46,51.91,0.74,0.11,2.86,101.59,5.8,0.02,0.02,0,0.15,0.06,8.63,0.19,0.03,1.4,0.4,1.2,0.17,100.22,0.72,100.94
210520_QVC075_Ap01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Mar,2,43.76,0.16,0.35,-0.01,0,-0.03,-0.06,0.4,53.52,2.11,0.01,1.6,101.92,5.8,0.05,0.05,0,-0.01,0.05,8.98,0.56,0,0.79,0.65,0.67,0.48,100.77,1.14,101.91
210520_QVC075_Ap01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,43.4,0.11,0.27,-0.02,0.05,0.05,0.08,0.36,53.8,2.12,0.02,1.56,101.81,5.77,0.03,0.04,0.01,0.01,0.05,9.05,0.56,0,0.77,0.66,0.66,0.48,100.67,1.16,101.83
210520_QVC075_Ap01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,43.5,0.12,0.25,0,0,0.01,0.11,0.3,53.16,1.99,0.02,1.58,101.05,5.81,0.04,0.04,0,0.01,0.04,8.99,0.53,0,0.79,0.68,0.67,0.45,99.94,1.19,101.13
210520_QVC075_Ap02_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,42.56,0.13,1.05,0.27,0.17,0,0.17,1.44,52.71,0.98,0.25,2.01,101.75,5.66,0.04,0.16,0,0.02,0.19,8.87,0.26,0.06,1,0.74,0.85,0.22,100.68,1.29,101.98
210520_QVC075_Ap02_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,43.52,0.13,0.29,0.01,-0.05,0.03,-0.02,1.28,54.01,0.85,0,2.5,102.61,5.72,0.04,0.04,0,0,0.17,8.98,0.22,0,1.23,0.55,1.05,0.19,101.37,0.97,102.33
