Author,Deposit ,MT Cu,Vein Type,Inclusion Type ,Original Inclusion Type,Sample No.,Ag ,As ,Au ,B ,Ba ,Bi ,Ca ,Ce,Cl,Co,Cs,Cu,Fe ,K ,La,Li ,Mg ,Mn ,Mo ,Na ,Nb,Ni,Pb ,Rb ,Sb,Sn ,Sr ,Ta,Tl ,U,V,W ,Y,Zn 
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/X3D32/02,,81.0,0.9,,14.4,1.0,10562.0,,14778.0,5.0,3.1,6770,4649.8,12285.1,,50.9,374.6,30.0,8.0,11041.6,,16.0,35.5,20.6,12.0,12.0,27.6,,,,,,,107.4
Vry,El Teniente,94,Type 6b vein,AL,AL,08/X3D32/02,,190.1,0.8,,95.4,4.0,20833.0,,196544.3,15.9,81.0,2104,46647.4,34918.0,,104.8,644.3,6878.4,39.0,95124.3,,34.0,498.0,161.4,21.0,23.0,282.7,,,,,,,2112.5
Vry,El Teniente,94,Type 6b vein,BHO,BHO,08/X3D32/02,,101.0,1.0,,12.0,2.0,13884.0,,17930.0,4.0,1.0,30,465.0,2724.8,,45.4,12.0,53.9,8.0,14236.2,,42.0,2.0,12.7,11.0,17.0,3.0,,,,,,,50.0
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/X3D32/02,,271.0,3.0,,19.0,6.0,34190.0,,47002.0,16.0,3.0,22068,9059.6,6800.0,,158.7,173.0,204.5,51.0,9115.1,,83.0,28.1,8.9,59.0,25.0,3.0,,,,,,,353.5
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/X3D32/02,,1960.5,2.0,,28.0,5.0,54306.0,,59055.0,14.0,4.0,74712,2801.0,929.0,,413.2,40.0,212.0,2047.7,17589.7,,142.0,183.6,32.4,254.9,62.0,8.0,,,,,,,882.4
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/X3D32/02,,171.5,0.5,,11.0,5.8,12964.0,,27710.9,1.4,11.6,3680,603.7,5549.2,,26.6,19.6,275.6,8.0,15772.3,,6.0,18.8,37.5,22.0,19.0,1.5,,,,,,,185.5
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/X3D32/02,,210.0,1.0,,18.0,2.4,20075.0,,28446.0,11.0,17.4,2105,3411.3,5473.9,,100.3,102.5,503.4,32.0,18975.5,,39.0,233.2,38.1,36.1,20.0,30.5,,,,,,,772.3
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/X3D32/02,,46.2,0.2,,3.0,0.7,3993.0,,33735.1,1.0,10.3,18,207.0,4464.0,,40.2,4.8,161.5,24.8,16281.2,,8.0,1.0,26.7,6.0,4.0,13.9,,,,,,,19.0
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/X3D32/02,,28.9,0.2,,2.0,0.7,4907.0,,24184.3,1.0,4.3,347,397.5,3426.8,,20.9,53.4,283.6,6.0,12101.9,,4.0,23.1,19.8,8.0,5.0,7.9,,,,,,,70.9
Vry,El Teniente,94,Type 6b vein,AL,AL,08/X3D32/02,,213.7,0.6,,221.9,42.4,7876.0,,164809.5,10.3,88.0,1501,13898.0,20524.1,,78.6,352.1,2463.7,8.0,69846.4,,14.0,257.7,92.9,16.0,11.0,67.4,,,,,,,1526.7
Vry,El Teniente,94,Type 6b vein,AL,AL,08/X3D32/02,,129.0,1.0,,8.0,3.0,16748.0,,27093.7,6.0,7.7,134,601.0,3995.0,,50.0,19.0,60.0,14.0,13821.9,,32.0,3.0,17.2,30.0,12.0,2.0,,,,,,,57.0
Vry,El Teniente,94,Type 6b vein,AL,AL,08/X3D32/02,,43.2,0.2,,29.5,0.9,3582.0,,26306.5,5.4,22.8,84,11922.8,4613.3,,10.0,43.7,578.2,2.0,11110.3,,5.0,61.7,36.2,7.0,2.0,18.9,,,,,,,176.0
Vry,El Teniente,94,Type 6b vein,BHO,BHO,08/X3D32/02,,128.0,1.0,,10.0,2.0,20478.0,,26525.0,7.0,11.7,12025,1634.2,6327.9,,92.2,97.2,56.7,12.0,15940.1,,20.0,33.1,27.4,27.0,22.0,30.0,,,,,,,128.3
Vry,El Teniente,94,Type 6b vein,AL,AL,08/2487/223,,122.7,0.5,,1.6,0.2,1369.0,,11385.3,0.8,7.7,3,86.8,2158.4,,16.3,1.0,128.2,3.0,10122.0,,2.0,1.0,9.2,2.0,1.8,3.1,,,,,,,9.6
Vry,El Teniente,94,Type 6b vein,AL,AL,08/2487/223,,205.1,2.0,,13.0,3.0,10153.0,,12290.0,7.0,4.4,121,681.0,681.5,,59.0,10.0,70.0,18.0,8397.5,,33.0,3.0,2.0,26.0,12.0,2.0,,,,,,,90.0
Vry,El Teniente,94,Type 6b vein,AL,AL,08/2487/223,,98.0,5.0,,21.0,5.0,21263.0,,22751.2,9.0,11.6,309,1073.0,2555.8,,104.0,19.0,304.0,39.0,9902.4,,55.0,10.0,24.4,43.0,31.0,19.3,,,,,,,149.0
Vry,El Teniente,94,Type 6b vein,AL,AL,08/2487/223,,525.6,6.0,,34.0,4.0,24692.0,,31884.3,9.0,10.5,773,1713.4,6854.6,,52.9,81.4,320.0,43.0,20129.6,,58.0,131.9,22.7,43.0,28.0,14.7,,,,,,,410.0
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/2487/223,,440.6,1.0,,6.0,0.7,2740.0,,31988.8,1.0,22.1,30,194.0,5140.6,,20.9,3.0,343.1,6.0,19903.7,,9.0,18.8,22.2,7.1,5.0,16.3,,,,,,,82.2
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/2487/223,,410.9,10.0,,51.0,6.0,44107.0,,40657.0,21.0,13.8,6598,4343.7,5365.5,,182.0,52.6,745.8,58.0,18449.9,,109.0,30.2,34.4,103.6,51.0,69.4,,,,,,,295.1
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/2487/223,,126.0,6.0,,25.0,6.0,28787.0,,29211.5,22.0,10.2,1743,1399.0,4000.5,,100.0,28.0,527.8,40.0,21063.4,,57.0,62.4,23.2,65.0,32.0,14.0,,,,,,,171.0
Vry,El Teniente,94,Type 6b vein,AL,AL,08/2487/223,,236.4,4.0,,23.0,5.0,12791.0,,35242.4,8.0,8.6,31,814.0,4658.7,,64.0,24.0,523.1,16.0,21587.3,,35.0,64.4,17.3,25.0,17.0,18.8,,,,,,,215.3
Vry,El Teniente,94,Type 6b vein,AL,AL,08/2487/223,,65.1,1.0,,5.0,1.0,4687.0,,6622.0,2.0,1.2,12,270.0,543.9,,19.0,5.0,24.0,7.0,3728.6,,9.0,1.0,3.1,12.0,6.0,1.0,,,,,,,43.0
Vry,El Teniente,94,Type 6b vein,AL,AL,08/2487/223,,26.0,1.0,,5.0,0.9,3852.0,,38971.0,1.0,13.6,22,238.5,5513.3,,46.7,10.0,840.3,8.0,26081.8,,12.0,11.7,22.5,9.0,6.0,22.7,,,,,,,27.0
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/2487/223,,94.6,4.0,,20.0,3.0,14717.0,,19523.0,9.0,3.6,2872,2050.0,4622.8,,91.0,24.0,130.9,31.0,12874.0,,47.0,11.8,18.7,36.2,23.0,14.7,,,,,,,121.0
Vry,El Teniente,94,Type 6b vein,AL,AL,08/2487/223,,56.9,2.0,,9.0,2.0,8636.0,,11062.1,3.0,2.0,450,492.1,24191.9,,36.0,6.0,49.0,12.0,4864.2,,20.2,10.0,8.6,19.0,10.0,6.4,,,,,,,76.0
Vry,El Teniente,94,Type 6b vein,AL,AL,08/2487/223,,74.6,4.0,,21.4,2.0,13306.0,,38412.8,12.9,15.4,409,1832.5,7292.3,,44.0,396.1,350.2,21.0,20912.2,,30.0,22.5,24.6,4.0,33.1,20.8,,,,,,,82.0
Vry,El Teniente,94,Type 6b vein,AL,AL,08/2487/223,,59.4,1.0,,10.0,1.0,6364.0,,23057.8,3.0,6.8,72,326.0,4284.6,,31.0,16.9,253.1,10.0,18711.3,,15.0,10.4,13.0,17.0,8.0,13.5,,,,,,,51.0
Vry,El Teniente,94,Type 6b vein,ALO,ALO,08/2487/223,,472.0,24.0,,197.0,28.0,102275.0,,118202.0,43.0,8.8,7002,6647.0,7612.9,,502.0,448.8,415.8,111.3,16363.2,,230.0,52.1,35.9,245.0,143.0,26.3,,,,,,,793.0
Vry,El Teniente,94,Type 8 vein,AL,AL,07/2290/110,,37.9,1.0,,3.3,0.5,13533.0,,18479.9,6.0,1.7,79,663.0,2720.1,,258.0,27.0,200.9,17.0,9370.6,,15.6,12.9,13.8,13.9,13.0,10.3,,,,,,,30.2
Vry,El Teniente,94,Type 8 vein,AL,AL,08/2487/282,,83.0,2.0,,19.4,0.8,22662.0,,14710.5,4.0,6.0,875,1082.5,2270.1,,15.2,29.4,242.9,17.0,14358.4,,27.0,18.9,12.2,9.2,14.0,9.0,,,,,,,93.6
Vry,El Teniente,94,Type 8 vein,AL,AL,08/2487/282,,152.4,3.0,,26.0,3.0,37258.0,,42233.8,12.0,52.1,56,1408.0,4592.9,,47.4,31.9,65.6,30.0,32883.9,,52.0,14.6,69.8,35.0,29.0,151.4,,,,,,,109.0
Vry,El Teniente,94,Type 8 vein,ALO,ALO,08/2487/282,,167.3,1.0,,9.7,2.2,15520.0,,28443.1,5.0,21.7,8434,10766.0,5395.1,,12.0,26.1,575.6,12.0,36514.9,,22.0,35.6,53.5,21.0,10.0,56.4,,,,,,,528.5
Vry,El Teniente,94,Type 8 vein,ALO,ALO,08/2487/282,,149.3,1.1,,15.0,3.0,30235.0,,21819.7,10.0,9.6,1174,1858.8,3203.8,,24.0,13.9,243.7,27.0,18120.1,,36.0,24.4,19.9,26.0,20.0,15.9,,,,,,,94.0
Vry,El Teniente,94,Type 8 vein,AL,AL,08/2487/307,,1839.0,6.0,,10.5,1.9,138223.0,,39533.8,34.1,15.0,624,598.8,7347.0,,165.0,1536.8,335.1,91.0,19677.6,,105.0,36.1,28.7,15.2,126.0,18.5,,,,,,,104.6
Vry,El Teniente,94,Type 8 vein,AL,AL,08/2487/307,,1046.0,3.0,,114.5,6.7,53455.0,,60542.3,35.0,23.5,2599,1043.4,12637.8,,178.0,92.5,376.7,40.0,21607.3,,100.0,57.8,37.0,268.0,97.0,9.3,,,,,,,463.0
Vry,El Teniente,94,Type 8 vein,AL,AL,08/2487/307,,77.0,0.2,,9.8,0.3,4904.0,,34894.5,1.0,20.0,179,210.0,8260.6,,23.3,24.5,545.6,4.0,22150.6,,7.0,20.4,42.8,25.8,4.0,22.4,,,,,,,76.8
Vry,El Teniente,94,Type 8 vein,AL,AL,08/2487/307,,1355.0,5.0,,51.0,12.0,87835.0,,121551.0,20.0,72.4,201,3379.0,5900.5,,220.0,103.3,877.8,69.0,22060.3,,179.0,52.0,57.8,228.6,65.0,13.0,,,,,,,428.0
Vry,El Teniente,94,Type 8 vein,AL,AL,08/2487/307,,1893.0,4.4,,153.0,12.0,126012.0,,83025.8,9.8,33.2,1188,1687.7,9967.8,,68.3,28.2,714.8,70.0,22011.1,,160.0,50.8,51.5,120.2,169.0,21.0,,,,,,,186.5
Vry,El Teniente,94,Type 8 vein,ALO,ALO,08/2487/308,,320.0,6.0,,177.1,11.7,4972.2,,155068.0,3.9,136.3,770,13551.9,83756.6,,1435.0,122.7,2034.5,43.0,46758.0,,15.7,168.9,120.7,37.3,66.0,255.0,,,,,,,715.9
Vry,El Teniente,94,Type 8 vein,ALO,ALO,08/2487/308,,488.6,0.1,,55.6,2.0,9758.6,,201033.7,8.2,257.0,76,34351.4,26891.7,,45.9,68.7,4298.1,3.0,66151.6,,7.3,353.5,262.4,40.0,4.2,279.3,,,,,,,1388.4
Vry,El Teniente,94,Type 8 vein,ALO,ALO,08/2487/308,,64.3,0.2,,48.7,1.1,2303.7,,44471.0,3.1,80.1,58,475.6,5865.2,,37.0,10.0,683.9,1.0,15673.1,,1.3,145.2,67.8,14.6,1.5,75.0,,,,,,,413.0
Vry,El Teniente,94,Type 8 vein,BHO,BHO,08/2487/308,,1474.7,2.0,,512.9,3.7,41285.5,,384593.0,4.0,1211.2,250,84293.8,76750.9,,92.7,182.3,12085.6,4.0,76655.4,,43.0,871.3,691.0,411.4,30.0,1270.4,,,,,,,9283.1
Vry,El Teniente,94,Type 8 vein,BH,BH,08/2487/308,,698.1,1.6,,186.9,3.6,11187.2,,280855.7,3.0,424.3,308,49624.0,24362.1,,236.0,80.4,7641.8,31.5,136491.7,,28.0,598.1,241.1,230.8,14.0,550.1,,,,,,,3601.3
Vry,El Teniente,94,Type 8 vein,BH,BH,08/2487/308,,979.6,0.7,,958.6,12.2,65390.5,,377476.5,3.0,2175.7,676,97385.9,74947.8,,396.5,223.5,22272.3,5.0,63676.3,,7.2,559.4,1268.6,289.8,9.0,2161.4,,,,,,,12499.0
Vry,El Teniente,94,Type 8 vein,AL,AL,08/2487/308,,324.9,1.0,,34.0,2.7,15318.0,,102573.0,8.0,157.9,32,1040.0,4463.8,,444.0,33.0,573.9,13.0,21593.4,,19.1,34.6,67.5,40.1,30.0,587.2,,,,,,,128.3
Vry,El Teniente,94,Type 8 vein,BHO,BHO,08/2487/308,,831.3,0.5,,154.0,10.1,15259.8,,513088.0,6.0,745.2,191,64963.4,40339.1,,249.0,43.0,6037.1,15.0,134333.7,,46.0,1018.5,447.4,297.5,21.0,415.4,,,,,,,6292.8
Vry,El Teniente,94,Anh Breccia,BHO,BHO,07/2305/44,,443.7,0.6,,784.6,1.5,40930.2,,363878.3,67.5,687.4,1080,126404.5,90669.5,,117.1,965.7,7362.4,5.6,41608.3,,3.0,39.4,1096.7,82.1,4.0,1297.6,,,,,,,1453.0
Vry,El Teniente,94,Anh Breccia,BHO,BHO,07/2305/44,,569.5,1.0,,769.7,7.6,21811.6,,344324.5,41.0,790.2,484,116798.4,87100.5,,57.5,348.5,9775.6,47.8,60822.7,,11.0,584.6,1189.7,130.9,9.0,675.8,,,,,,,2754.5
Vry,El Teniente,94,Anh Breccia,BHO,BHO,07/2305/44,,503.1,2.0,,237.5,3.0,5291.0,,339547.1,27.0,237.9,594,36544.9,55794.8,,12.1,309.4,2259.2,36.4,121139.9,,2.6,400.5,482.2,97.4,20.0,368.0,,,,,,,773.6
Vry,El Teniente,94,Anh Breccia,BHO,BHO,07/2305/44,,238.5,1.0,,427.3,2.9,15161.8,,292385.1,23.2,303.7,1394,72234.1,57847.8,,34.2,468.3,6275.3,84.6,96534.6,,7.5,793.0,462.1,25.7,6.0,470.3,,,,,,,1365.2
Vry,El Teniente,94,Anh Breccia,AL,AL,07/2305/44,,247.8,0.1,,1.3,0.1,1251.0,,36784.0,0.5,49.6,6,469.8,8721.3,,30.5,1.9,66.7,17.3,18050.0,,2.0,0.3,77.2,3.0,2.0,7.0,,,,,,,10.8
Vry,El Teniente,94,Anh Breccia,BHO,BHO,07/2305/44,,252.3,0.1,,1816.0,4.2,28779.9,,361283.0,0.4,1159.8,522,147880.0,87624.1,,108.7,191.9,15645.7,0.8,37689.7,,1.0,416.5,1702.0,57.3,1.0,1144.6,,,,,,,4098.5
