Author,Deposit ,MT Cu,Vein Type,Inclusion Type ,Original Inclusion Type,Sample No.,Ag ,As ,Au ,B ,Ba ,Bi ,Ca ,Ce,Cl,Co,Cs,Cu,Fe ,K ,La,Li ,Mg ,Mn ,Mo ,Na ,Nb,Ni,Pb ,Rb ,Sb,Sn ,Sr ,Ta,Tl ,U,V,W ,Y,Zn 
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,75.0,65.0,,179.0,60.0,4.0,4368.0,,,,47.0,5302,31909.0,23897.0,,6.0,559.0,3597.0,3.0,129608.0,,,1571.0,236.0,,10.0,32.0,,7.0, ,,18.0,,1752.0
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,5.0,117.0,,241.0,46.0,4.0,5557.0,,,,72.0,10666,83981.0,40754.0,,22.0,681.0,5387.0,7.0,94534.0,,,1281.0,407.0,,26.0,43.0,,5.0, ,,62.0,,3922.0
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,9.0,75.0,,182.0,40.0,3.0,3185.0,,,,69.0,9792,82916.0,33635.0,,35.0,658.0,5003.0,7.0,98582.0,,,1536.0,395.0,,10.0,48.0,,10.0, ,,76.0,,4043.0
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,12.0,143.0,,84.0,55.0,7.0,6105.0,,,,55.0,12871,84909.0,30157.0,,70.0,700.0,6038.0,7.0,97968.0,,,1353.0,360.0,,19.0,65.0,,9.0, ,,30.0,,3888.0
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,10.0,67.0,,243.0,55.0,4.0,10810.0,,,,73.0,13513,96049.0,25297.0,,92.0,925.0,6332.0,44.0,95140.0,,,1738.0,313.0,,26.0,43.0,,4.0, ,,625.0,,3367.0
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4 ,,47.0,0.7,,,,,,,,,1514,98128.0,25662.0,,,,6745.0,5.0,108131.0,,,,,,9.0,,,, ,,97.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4 ,,53.0,0.3,,,,,,,,,3403,95395.0,46696.0,,,,6441.0,38.0,109153.0,,,,,,5.0,,,, ,,69.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4 ,,37.0,0.8,,,,,,,,,8071,96616.0,42471.0,,,,11037.0,48.0,97840.0,,,,,,9.0,,,, ,,392.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4 ,,52.0,0.7,,,,,,,,,2678,76565.0,30295.0,,,,6663.0,28.0,117892.0,,,,,,10.0,,,, ,,220.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4 ,,88.0,0.5,,,,,,,,,2958,62827.0,40547.0,,,,4958.0,5.0,74410.0,,,,,,11.0,,,, ,,38.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4 ,,87.0,0.8,,,,,,,,,2345,63789.0,46106.0,,,,5257.0,11.0,72174.0,,,,,,10.0,,,, ,,34.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4 ,,79.0,0.7,,,,,,,,,2973,55517.0,37135.0,,,,4596.0,10.0,77970.0,,,,,,8.0,,,, ,,31.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4 ,,82.0,1.0,,,,,,,,,2390,61027.0,43784.0,,,,4981.0,12.0,74384.0,,,,,,13.0,,,, ,,36.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4 ,,101.0,0.4,,,,,,,,,2838,64387.0,44540.0,,,,5240.0,11.0,74500.0,,,,,,6.0,,,, ,,42.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4 ,,99.0,0.7,,,,,,,,,1729,61878.0,46573.0,,,,4916.0,8.0,71963.0,,,,,,10.0,,,, ,,45.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,,52.0,0.3,,,,,,,,,6730,103648.0,55220.0,,,,5293.0,11.0,97590.0,,,,,,5.0,,,, ,,120.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,,40.0,0.2,,,,,,,,,4645,100743.0,51984.0,,,,5090.0,8.0,80838.0,,,,,,5.0,,,, ,,142.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,,136.0,0.7,,,,,,,,,2174,74186.0,46007.0,,,,6553.0,7.0,92353.0,,,,,,10.0,,,, ,,51.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,,93.0,1.0,,,,,,,,,8451,57609.0,31295.0,,,,4745.0,6.0,95054.0,,,,,,19.0,,,, ,,50.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,,76.0,0.6,,,,,,,,,7079,67061.0,43875.0,,,,6036.0,6.0,87129.0,,,,,,8.0,,,, ,,44.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,,77.0,0.4,,,,,,,,,9387,69109.0,49527.0,,,,7167.0,2.0,83687.0,,,,,,6.0,,,, ,,35.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,,44.0,0.4,,,,,,,,,11077,76802.0,38319.0,,,,9501.0,23.0,78650.0,,,,,,7.0,,,, ,,416.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),Pel-4b ,,32.0,0.6,,,,,,,,,11611,50158.0,26024.0,,,,3856.0,4.0,98971.0,,,,,,14.0,,,, ,,23.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),LP-1 ,,69.0,0.4,,,,,,,,,5002,66373.0,36076.0,,,,4364.0,4.0,90484.0,,,,,,7.0,,,, ,,56.0,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),LP-1 ,,,0.6,,,,,,,,,35691,,,,,,,1.5,137690.0,,,,,,,,,, ,,,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),LP-1 ,,,0.5,,,,,,,,,25429,,,,,,,28.0,157360.0,,,,,,,,,, ,,,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),LP-1 ,,,0.1,,,,,,,,,25824,,,,,,,81.0,157360.0,,,,,,,,,, ,,,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),LP-1 ,,,0.2,,,,,,,,,12647,,,,,,,70.0,157360.0,,,,,,,,,, ,,,,
Klemm,Los Pelambres ,27,,BHO,BHO (B),LP-1 ,,,0.4,,,,,,,,,13351,,,,,,,21.0,157360.0,,,,,,,,,, ,,,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,16.0,0.5,,,,,,,,,18694,665.0,853.0,,,,30.0,2.0,1714.0,,,,,,7.0,,,, ,,1.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,28.0,0.3,,,,,,,,,5826,5086.0,3072.0,,,,326.0,,4932.0,,,,,,4.0,,,, ,,6.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,52.0,0.5,,,,,,,,,10301,13941.0,9772.0,,,,1067.0,3.0,27556.0,,,,,,6.0,,,, ,,9.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,24.0,0.9,,,,,,,,,11060,986.0,1018.0,,,,81.0,4.0,2444.0,,,,,,10.0,,,, ,,5.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,78.0,0.5,,,,,,,,,12296,19878.0,11602.0,,,,1444.0,4.0,28413.0,,,,,,7.0,,,, ,,20.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,25.0,0.2,,,,,,,,,2144,2594.0,2083.0,,,,179.0,1.0,5037.0,,,,,,2.0,,,, ,,3.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,16.0,0.4,,,,,,,,,14343,692.0,497.0,,,,27.0,6.0,1404.0,,,,,,6.0,,,, ,,1.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,42.0,1.6,,,,,,,,,11086,1268.0,846.0,,,,50.0,11.0,2371.0,,,,,,13.0,,,, ,,3.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,14.0,0.5,,,,,,,,,14120,359.0,597.0,,,,31.0,2.0,1608.0,,,,,,6.0,,,, ,,2.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,14.0,0.5,,,,,,,,,14133,533.0,437.0,,,,29.0,4.0,1584.0,,,,,,5.0,,,, ,,2.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,17.0,0.3,,,,,,,,,13218,475.0,643.0,,,,31.0,2.0,1914.0,,,,,,4.0,,,, ,,2.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPa-II ,,15.0,0.3,,,,,,,,,13151,861.0,1400.0,,,,25.0,1.0,1486.0,,,,,,3.0,,,, ,,1.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-I ,1.0,12.0,,38.0,14.0,,887.0,,,,7.0,1156,7192.0,4920.0,,44.0,69.0,657.0,2.0,10168.0,,,125.0,41.0,,2.0,8.0,,1.0, ,,7.0,,489.0
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-I ,10.0,123.0,,607.0,12.0,5.0,15578.0,,,,3.0,10848,2289.0,3169.0,,399.0,124.0,109.0,12.0,4605.0,,,43.0,24.0,,31.0,5.0,,5.0, ,,9.0,,107.0
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-I ,6.0,53.0,,299.0,8.0,3.0,8414.0,,,,4.0,5731,5469.0,4008.0,,68.0,74.0,402.0,6.0,9407.0,,,99.0,23.0,,20.0,3.0,,4.0, ,,9.0,,383.0
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-I ,26.0,205.0,,571.0,35.0,6.0,35704.0,,,,4.0,21686,3285.0,3087.0,,117.0,188.0,153.0,19.0,4791.0,,,44.0,23.0,,75.0,12.0,,6.0, ,,19.0,,250.0
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-I ,2.0,19.0,,108.0,9.0,1.0,2099.0,,,,4.0,2758,5685.0,3571.0,,50.0,45.0,416.0,5.0,10350.0,,,88.0,34.0,,5.0,5.0,,1.0, ,,2.0,,310.0
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-I ,6.0,70.0,,568.0,5.0,3.0,6656.0,,,,2.0,7953,3390.0,2963.0,,41.0,61.0,218.0,5.0,6862.0,,,50.0,16.0,,18.0,4.0,,4.0, ,,7.0,,227.0
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-I ,10.0,73.0,,225.0,10.0,3.0,11288.0,,,,2.0,11426,3087.0,2004.0,,9.0,97.0,197.0,9.0,4448.0,,,47.0,7.0,,30.0,3.0,,5.0, ,,6.0,,288.0
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-I ,9.0,90.0,,285.0,13.0,2.0,4622.0,,,,2.0,17550,2815.0,4184.0,,125.0,145.0,187.0,3.0,5607.0,,,42.0,22.0,,9.0,4.0,,1.0, ,,3.0,,203.0
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-IV ,,168.0,1.7,,,,,,,,,22191,977.0,1581.0,,,,37.0,18.0,5709.0,,,,,,28.0,,,, ,,7.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-IV ,,21.0,0.4,,,,,,,,,21792,1259.0,2031.0,,,,82.0,6.0,5344.0,,,,,,8.0,,,, ,,2.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-IV ,,38.0,0.9,,,,,,,,,29524,703.0,1042.0,,,,61.0,8.0,2745.0,,,,,,17.0,,,, ,,3.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-IV ,,15.0,0.2,,,,,,,,,5740,5201.0,4126.0,,,,326.0,4.0,9478.0,,,,,,6.0,,,, ,,5.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-IV ,,18.0,0.5,,,,,,,,,6348,5812.0,3618.0,,,,388.0,3.0,9143.0,,,,,,8.0,,,, ,,5.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-IV ,,6.0,0.2,,,,,,,,,19611,4190.0,2138.0,,,,216.0,1.0,4903.0,,,,,,,,,, ,,1.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-IV ,,57.0,2.0,,,,,,,,,16202,15909.0,1219.0,,,,63.0,13.0,1435.0,,,,,,24.0,,,, ,,6.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LPc-IV ,,27.0,0.7,,,,,,,,,9094,5683.0,3631.0,,,,391.0,3.0,8053.0,,,,,,8.0,,,, ,,5.0,,
Klemm,Los Pelambres ,27,,AV,VH (V),LP-1 ,,,0.4,,,,,,,,,5063,,,,,,,6.5,13629.0,,,,,,,,,, ,,,,
Klemm,Los Pelambres ,27,,AV,VH (V),LP-1 ,,,1.0,,,,,,,,,12174,,,,,,,2.0,10670.0,,,,,,,,,, ,,,,
Klemm,Los Pelambres ,27,,AV,VH (V),LP-1 ,,,0.3,,,,,,,,,21843,,,,,,,1.4,6646.0,,,,,,,,,, ,,,,
Klemm,Los Pelambres ,27,,AV,VH (V),LP-1 ,,,0.7,,,,,,,,,6454,,,,,,,2.3,13050.0,,,,,,,,,, ,,,,
Klemm,Los Pelambres ,27,,AV,VH (V),LP-1 ,,,0.4,,,,,,,,,5181,,,,,,,8.3,13580.0,,,,,,,,,, ,,,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,38.0,54.0, ,106.0,200.0,5.0,12364.0,,,,14.0,21656,121031.0,108392.0,,63.0,432.0,9291.0,287.0,118769.0,,,1349.0,339.0,,14.0,95.0,,16.0, ,,4.0,,5618.0
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,25.0,36.0, ,110.0,97.0,3.0,6856.0,,,,11.0,4210,105412.0,98060.0,,69.0,485.0,8525.0,197.0,140553.0,,,1377.0,284.0,,14.0,62.0,,14.0, ,,3.0,,6872.0
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,21.0,25.0, ,58.0,691.0,3.0,7942.0,,,,15.0,607,128384.0,117187.0,,78.0,451.0,13806.0,259.0,119669.0,,,1664.0,350.0,,9.0,206.0,,12.0, ,,9.0,,9449.0
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,47.0,24.0, ,44.0,149.0,6.0,8971.0,,,,14.0,7850,106574.0,104491.0,,63.0,678.0,9120.0,212.0,133372.0,,,1529.0,307.0,,42.0,66.0,,10.0, ,,6.0,,7903.0
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,30.0,46.0, ,82.0,144.0,5.0,9655.0,,,,15.0,6265,119360.0,110876.0,,74.0,455.0,9402.0,297.0,125625.0,,,1441.0,335.0,,10.0,65.0,,12.0, ,,4.0,,7485.0
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,29.0,11.0, ,32.0,609.0,5.0,15380.0,,,,13.0,506,106562.0,95362.0,,77.0,562.0,11577.0,238.0,134587.0,,,1612.0,300.0,,5.0,233.0,,11.0, ,,9.0,,9492.0
Klemm,Granisle ,0.2,,BM,BM (B),GI-c I ,24.0,27.0, ,78.0,728.0,3.0,14701.0,,,,14.0,7520,99623.0,100005.0,,44.0,455.0,9333.0,304.0,136103.0,,,1066.0,287.0,,11.0,231.0,,8.0, ,,9.0,,5701.0
Klemm,Granisle ,0.2,,BM,BM (B),GI-c I ,21.0,57.0, ,114.0,842.0,3.0,15014.0,,,,13.0,6151,92556.0,107161.0,,56.0,428.0,9869.0,210.0,136442.0,,,1131.0,287.0,,23.0,263.0,,17.0, ,,5.0,,6368.0
Klemm,Granisle ,0.2,,BM,BM (B),GI-c I ,28.0,36.0, ,101.0,650.0,5.0,18802.0,,,,20.0,16350,127569.0,124643.0,,22.0,599.0,12611.0,208.0,105942.0,,,1316.0,368.0,,17.0,210.0,,12.0, ,,14.0,,8128.0
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,,9.0,0.2,,,,,,,,,4088,114263.0,112314.0,,,,11352.0,224.0,175436.0,,,,,,5.0,,,, ,,21.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,,20.0,0.6,,,,,,,,,7672,160560.0,129614.0,,,,14088.0,238.0,145557.0,,,,,,10.0,,,, ,,23.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,,13.0,0.2,,,,,,,,,2283,143159.0,136842.0,,,,14701.0,230.0,152580.0,,,,,,9.0,,,, ,,21.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,,14.0,0.4,,,,,,,,,4058,136844.0,123789.0,,,,13927.0,241.0,159905.0,,,,,,13.0,,,, ,,24.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,,7.0,0.3,,,,,,,,,8111,114259.0,113884.0,,,,13243.0,259.0,172323.0,,,,,,6.0,,,, ,,8.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,,6.0,0.2,,,,,,,,,2969,125743.0,126057.0,,,,15013.0,290.0,163973.0,,,,,,7.0,,,, ,,12.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-13-17a V ,,22.0,0.6,,,,,,,,,7739,114093.0,101244.0,,,,8507.0,355.0,179426.0,,,,,,9.0,,,, ,,2.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c I ,,9.0,0.3,,,,,,,,,9556,109925.0,107687.0,,,,10628.0,363.0,133688.0,,,,,,4.0,,,, ,,16.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c I ,,20.0,0.5,,,,,,,,,16338,104917.0,104686.0,,,,10436.0,403.0,141788.0,,,,,,11.0,,,, ,,20.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c I ,,26.0,0.8,,,,,,,,,5082,106594.0,105952.0,,,,10137.0,364.0,147547.0,,,,,,11.0,,,, ,,15.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c I ,,30.0,0.7,,,,,,,,,5878,100939.0,103403.0,,,,10142.0,506.0,156673.0,,,,,,10.0,,,, ,,12.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c I ,,35.0,0.8,,,,,,,,,7937,98249.0,93392.0,,,,9763.0,280.0,156025.0,,,,,,14.0,,,, ,,21.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c III ,,27.0,0.9,,,,,,,,,3848,111561.0,101756.0,,,,12037.0,242.0,160723.0,,,,,,8.0,,,, ,,13.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c III ,,32.0,0.9,,,,,,,,,15896,151478.0,133726.0,,,,15639.0,299.0,120502.0,,,,,,16.0,,,, ,,2.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c III ,,58.0,1.5,,,,,,,,,3859,109191.0,106719.0,,,,12142.0,252.0,172338.0,,,,,,16.0,,,, ,,6.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c III ,,27.0,0.7,,,,,,,,,3454,112375.0,109498.0,,,,11875.0,267.0,169613.0,,,,,,10.0,,,, ,,14.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c III ,,149.0,4.0,,,,,,,,,3738,125244.0,106698.0,,,,11647.0,276.0,152983.0,,,,,,57.0,,,, ,,11.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c III ,,29.0,0.7,,,,,,,,,19843,144073.0,131821.0,,,,14300.0,260.0,127258.0,,,,,,11.0,,,, ,,6.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c III ,,19.0,0.4,,,,,,,,,9693,124795.0,111472.0,,,,13036.0,247.0,148289.0,,,,,,8.0,,,, ,,8.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c III ,,17.0,0.6,,,,,,,,,16678,121094.0,105409.0,,,,11832.0,244.0,132423.0,,,,,,8.0,,,, ,,14.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c III ,,33.0,1.0,,,,,,,,,8807,108420.0,100566.0,,,,11293.0,254.0,139167.0,,,,,,14.0,,,, ,,7.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GI-c III ,,31.0,0.8,,,,,,,,,3357,124160.0,106277.0,,,,12405.0,196.0,171027.0,,,,,,12.0,,,, ,,8.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GR-22 II ,,26.0,1.0,,,,,,,,,29545,95193.0,78502.0,,,,10196.0,437.0,92337.0,,,,,,11.0,,,, ,,76.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GR-22 II ,,21.0,0.5,,,,,,,,,29203,89367.0,74957.0,,,,9810.0,426.0,97842.0,,,,,,8.0,,,, ,,67.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GR-22 II ,,45.0,0.9,,,,,,,,,27099,106747.0,87615.0,,,,11561.0,434.0,84597.0,,,,,,10.0,,,, ,,81.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GR-22 II ,,44.0,0.8,,,,,,,,,26877,95245.0,75215.0,,,,9930.0,493.0,97295.0,,,,,,10.0,,,, ,,79.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GR-22 II ,,49.0,1.3,,,,,,,,,32517,104759.0,86214.0,,,,11597.0,580.0,83110.0,,,,,,16.0,,,, ,,85.0,,
Klemm,Granisle ,0.2,,BM,BM (B),GR-22 II ,,50.0,0.8,,,,,,,,,23668,93073.0,75318.0,,,,10293.0,344.0,96683.0,,,,,,13.0,,,, ,,103.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,4.0,41.0, ,48.0,6.0,2.9,7261.0,,,,0.0,6467,655.0,296.0,,11.0,63.0,45.0,5.0,563.0,,,9.0,2.0,,17.0,3.0,,3.1, ,,5.0,,39.0
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,1.0,7.0, ,26.0,7.0,0.4 6 ,1412.0,,,,,1011,1663.0,1334.0,,2.0,11.0,146.0,6.0,1634.0,,,16.0,5.0,,4.0,3.0,,0.5 2 , ,,1.0,,63.0
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,2.0,20.0, ,46.0,6.0,1.6,2976.0,,,,0.0,1566,1477.0,1308.0,,7.0,48.0,130.0,5.0,2132.0,,,16.0,3.0,,8.0,3.0,,1.1, ,,2.0,,76.0
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,5.0,41.0, ,132.0,4.0,3.1,6406.0,,,,1.0,5755,499.0,587.0,,15.0,90.0,36.0,4.0,834.0,,,9.0,5.0,,16.0,2.0,,2.4, ,,3.0,,36.0
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,20.0,0.6,,,,,,,,,6025,560.0,622.0,,,,26.0,4.0,943.0,,,,,,8.0,,,, ,,2.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,5.0,0.2,,,,,,,,,552,1915.0,1855.0,,,,175.0,5.0,2154.0,,,,,,2.0,,,, ,,1.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,80.0,2.3,,,,,,,,,5234,897.0,635.0,,,,80.0,10.0,1281.0,,,,,,29.0,,,, ,,12.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,34.0,0.9,,,,,,,,,6226,605.0,367.0,,,,36.0,10.0,935.0,,,,,,12.0,,,, ,,3.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,51.0,1.3,,,,,,,,,6182,615.0,408.0,,,,29.0,7.0,979.0,,,,,,17.0,,,, ,,4.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,39.0,1.2,,,,,,,,,5900,606.0,599.0,,,,24.0,6.0,983.0,,,,,,18.0,,,, ,,8.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,50.0,1.5,,,,,,,,,6702,789.0,477.0,,,,45.0,12.0,934.0,,,,,,22.0,,,, ,,4.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,38.0,1.3,,,,,,,,,5878,650.0,611.0,,,,29.0,6.0,977.0,,,,,,17.0,,,, ,,3.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,36.0,1.0,,,,,,,,,6184,489.0,596.0,,,,28.0,8.0,919.0,,,,,,12.0,,,, ,,2.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,52.0,2.0,,,,,,,,,6022,801.0,568.0,,,,37.0,17.0,858.0,,,,,,22.0,,,, ,,5.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c I ,,29.0,0.7,,,,,,,,,5485,827.0,770.0,,,,32.0,5.0,994.0,,,,,,13.0,,,, ,,2.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-13-17 II ,,53.0,1.1,,,,,,,,,23974,2019.0,1763.0,,,,88.0,10.0,4197.0,,,,,,20.0,,,, ,,4.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-13-17 II ,,72.0,2.1,,,,,,,,,21515,2464.0,3642.0,,,,136.0,28.0,4317.0,,,,,,29.0,,,, ,,10.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-13-17 II ,,122.0,2.2,,,,,,,,,22246,1722.0,3118.0,,,,119.0,22.0,4540.0,,,,,,41.0,,,, ,,9.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-13-17 II ,,42.0,1.0,,,,,,,,,12989,5017.0,3683.0,,,,393.0,12.0,6710.0,,,,,,16.0,,,, ,,4.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-13-17 II ,,105.0,3.2,,,,,,,,,21388,2573.0,2692.0,,,,106.0,24.0,4677.0,,,,,,45.0,,,, ,,10.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-13-17 II ,,154.0,3.8,,,,,,,,,16046,3735.0,4976.0,,,,211.0,40.0,5525.0,,,,,,47.0,,,, ,,11.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c IV ,,20.0,0.6,,,,,,,,,12161,4316.0,3586.0,,,,338.0,13.0,7404.0,,,,,,7.0,,,, ,,2.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c IV ,,23.0,0.8,,,,,,,,,10757,5012.0,4069.0,,,,462.0,16.0,7496.0,,,,,,8.0,,,, ,,2.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c IV ,,30.0,0.8,,,,,,,,,4296,7400.0,5398.0,,,,673.0,19.0,8620.0,,,,,,13.0,,,, ,,3.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c IV ,,39.0,1.1,,,,,,,,,10816,5468.0,4334.0,,,,412.0,21.0,7169.0,,,,,,14.0,,,, ,,4.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c IV ,,7.0,0.2,,,,,,,,,4661,8199.0,5861.0,,,,759.0,17.0,7938.0,,,,,,2.0,,,, ,,1.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c IV ,,9.0,0.3,,,,,,,,,3436,8185.0,6663.0,,,,672.0,16.0,8153.0,,,,,,4.0,,,, ,,1.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c IV ,,3.0,0.1,,,,,,,,,1002,7685.0,7363.0,,,,622.0,13.0,9128.0,,,,,,1.0,,,, ,,0.0,,
Klemm,Granisle ,0.2,,AV,VL (V),GI-c IV ,,6.0,0.2,,,,,,,,,1345,9043.0,6958.0,,,,688.0,19.0,8530.0,,,,,,3.0,,,, ,,1.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a V ,,20.0,0.5,,,,,,,,,3492,58476.0,60516.0,,,,8999.0,21.0,106476.0,,,,,,6.0,,,, ,,3.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a V ,,19.0,0.5,,,,,,,,,4079,57899.0,43188.0,,,,8606.0,306.0,101599.0,,,,,,8.0,,,, ,,35.0,,
